723,15871
746,14954
766,16637
778,17409
798,17461
815,16659
842,15085
843,16640
863,17029
871,18495
893,16190
898,14620
901,16853
913,17163
917,17216
928,15814
937,16843
952,18578
981,18024
997,17669
1007,16729
1012,17583
1020,17681
1025,15800
1032,18656
1033,17698
1044,17491
1046,17745
1051,17480
1054,16713
1065,17459
1071,18000
1073,18117
1076,18579
1078,18388
1086,39652
1102,17418
1106,15877
1110,18458
1113,17268
1117,17393
1125,16385
1126,18076
1127,14857
1138,17367
1138,17835
1164,18552
1165,18018
1166,17946
1170,18360
1172,17871
1173,18188
1174,18633
1177,18611
1182,17257
1184,18666
1186,16379
1187,17875
1191,14411
1196,15740
1196,15784
1199,17294
1200,16365
1204,14846
1214,17258
1217,16511
1217,17931
1224,16640
1230,18051
1232,18716
1235,18177
1246,17270
1251,16679
1252,14617
1256,17265
1266,18013
1267,16891
1270,15825
1272,16335
1275,18731
1278,18076
1280,16658
1280,18637
1287,15127
1290,14618
1291,14665
1300,16895
1300,17179
1302,16300
1303,16322
1308,15169
1309,16658
1312,15041
1313,18503
1315,15311
1320,15151
1323,16624
1327,18569
1328,16720
1329,15884
1330,15967
1331,18332
1332,17082
1342,18139
1343,16338
1343,16679
1344,16583
1346,17181
1347,16812
1348,16359
1353,16696
1357,17105
1359,14641
1360,16720
1363,16517
1363,16842
1365,18089
1367,18151
1371,18309
1373,16639
1374,17212
1378,17146
1379,13619
1379,16958
1380,14385
1380,18614
1381,16434
1381,18274
1382,16874
1384,18031
1386,16899
1387,16752
1389,16392
1389,18233
1394,16861
1395,16479
1399,17094
1400,18680
1401,16896
1403,18152
1406,17055
1409,15429
1411,15709
1414,15815
1414,18110
1423,17209
1424,18798
1428,17135
1429,14193
1431,15778
1431,16825
1432,18198
1432,18747
1437,18111
1440,16871
1442,16646
1449,16587
1449,17157
1449,17198
1452,16232
1453,16555
1453,17148
1455,18144
1457,17108
1459,17091
1461,16401
1463,18491
1465,18192
1468,18244
1475,14618
1476,16689
1478,16194
1482,16400
1482,16722
1484,16701
1484,18464
1488,17005
1489,18822
1490,18344
1494,16925
1495,18136
1497,16756
1497,16828
1501,13407
1505,16788
1506,16941
1510,16177
1511,15776
1512,19091
1515,16992
1516,18220
1517,16204
1518,16112
1525,17452
1526,18259
1530,16427
1531,16963
1532,16402
1532,16805
1534,16472
1535,17278
1535,18198
1536,16412
1538,16971
1538,17577
1540,16854
1540,17612
1541,14144
1541,16706
1543,15746
1546,16546
1546,18302
1556,16205
1556,16272
1556,18237
1558,16523
1558,17511
1559,17279
1561,17546
1561,18863
1562,16328
1564,16049
1565,16288
1566,17502
1573,15562
1573,16397
1574,14753
1574,16203
1575,16012
1576,18239
1577,15489
1580,16834
1580,18283
1587,15763
1588,15631
1589,18250
1590,16061
1591,14741
1599,15130
1599,15483
1599,16066
1600,16306
1601,16946
1605,17500
1608,15441
1609,15195
1610,16974
1614,16252
1614,18323
1621,18349
1626,16680
1627,17495
1628,18275
1638,15896
1639,15605
1640,16229
1642,17843
1643,16337
1643,17143
1644,17036
1646,16676
1648,15075
1648,15238
1649,15279
1649,15494
1653,18360
1655,17270
1656,15605
1656,19374
1659,15469
1659,19923
1665,15547
1666,15408
1666,19908
1667,15767
1669,18019
1671,16339
1671,19387
1672,16223
1673,16032
1676,17866
1677,16190
1677,19644
1678,16380
1679,15864
1680,15688
1680,17179
1682,18336
1684,15030
1685,15061
1687,15994
1687,19674
1688,15245
1688,18135
1689,19661
1690,18406
1691,15703
1692,18144
1696,18082
1697,18463
1700,16244
1700,16697
1701,17956
1703,17515
1705,15603
1706,15657
1706,15741
1709,18062
1710,15717
1710,17244
1710,17969
1710,17995
1710,18735
1710,19537
1712,18368
1712,18467
1713,16046
1714,15238
1714,15290
1714,17896
1715,15340
1715,15406
1715,15438
1716,16701
1717,14914
1723,16242
1724,16021
1725,15014
1725,19424
1726,15274
1726,16079
1727,18440
1732,19503
1733,16150
1733,18304
1735,14777
1737,16710
1737,17260
1738,14403
1738,17122
1740,14768
1740,15532
1740,17289
1742,16139
1743,15449
1743,15701
1743,16483
1743,18158
1744,15576
1749,14971
1750,14827
1750,15398
1752,16702
1753,15276
1754,15981
1754,18201
1755,15845
1756,16368
1756,16399
1760,16022
1760,18526
1761,14893
1761,17312
1762,13937
1762,15789
1764,15935
1764,17932
1765,15445
1765,16078
1766,15875
1767,14998
1768,15035
1769,15383
1769,19579
1770,15651
1771,19333
1772,15704
1772,16804
1775,16028
1775,16124
1776,15163
1778,15278
1780,17127
1783,18020
1783,19228
1784,15525
1786,15701
1786,16463
1786,19059
1789,14840
1789,16270
1789,17912
1790,19569
1793,18520
1794,14492
1794,15938
1794,19070
1794,19516
1797,14987
1797,15378
1798,17130
1799,14907
1800,15890
1802,15338
1803,15765
1804,14253
1805,15692
1806,14922
1807,19243
1807,19556
1809,18329
1810,13653
1810,13952
1810,17919
1810,19045
1812,15219
1812,15751
1814,16060
1815,15037
1815,17941
1816,15330
1817,19912
1818,15864
1818,16075
1818,18311
1819,17965
1820,15523
1822,18775
1824,16280
1827,15106
1827,15190
1827,17139
1828,14542
1830,16138
1830,16297
1831,18783
1836,15668
1836,18879
1838,15369
1838,18889
1839,15353
1840,19773
1841,16244
1849,15163
1849,17603
1853,15510
1853,15633
1853,16155
1858,15032
1860,14866
1861,15481
1863,18760
1863,18974
1865,15666
1865,17073
1867,16143
1867,18005
1868,18383
1869,15728
1869,18939
1872,18891
1874,18308
1874,18962
1877,18282
1878,16148
1879,18921
1880,15129
1880,15756
1881,17264
1882,19997
1883,18023
1887,18268
1891,15680
1892,19983
1894,15628
1895,15559
1896,17640
1898,18876
1899,19959
1900,18339
1900,18397
1901,16939
1906,15489
1909,15872
1909,15895
1909,18340
1912,19953
1913,15089
1913,18262
1914,15179
1914,15371
1915,16137
1917,15620
1917,19885
1918,18173
1920,15739
1920,16938
1921,17283
1921,19209
1926,13596
1926,15855
1926,19895
1927,16056
1929,15232
1930,17429
1930,17601
1935,16878
1941,16095
1942,15274
1942,15288
1943,17392
1944,18558
1947,15682
1949,15867
1949,17327
1949,17531
1951,17104
1952,15636
1952,17273
1953,18720
1959,15918
1965,18749
1967,17160
1967,17580
1967,18696
1970,16094
1970,16978
1971,14127
1971,15565
1971,15584
1972,17337
1972,17355
1972,17429
1973,17175
1974,18547
1975,16915
1975,17136
1981,13967
1981,17213
1986,15930
1986,17369
1988,16709
1988,18550
1991,16026
1992,15592
1992,16076
1992,16302
1992,16680
1995,15876
1995,16314
1996,14390
1999,15920
1999,15986
1999,17299
2000,16696
2001,16121
2002,16877
2003,16649
2004,14762
2004,17501
2006,14027
2006,17229
2007,17256
2007,17740
2007,18661
2010,17595
2010,18347
2013,14495
2014,15572
2014,16092
2015,17413
2017,16815
2018,18566
2019,17521
2021,17643
2021,18522
2025,18265
2027,16610
2028,16858
2030,13557
2030,18445
2031,18429
2034,18661
2036,18412
2038,18680
2039,16477
2039,17452
2041,17803
2041,18648
2044,15899
2045,17236
2048,16327
2049,16140
2051,16268
2051,16805
2052,16673
2053,13492
2053,18570
2054,17163
2055,13551
2057,17193
2057,17390
2057,18459
2059,16488
2059,17425
2060,16834
2061,16367
2061,16423
2061,16787
2062,17367
2070,15157
2072,16273
2074,16847
2074,17547
2077,17603
2077,18635
2078,17513
2079,13500
2080,15151
2080,18704
2081,18112
2082,17229
2083,20362
2086,15932
2086,16583
2086,17790
2089,16517
2090,16848
2092,16199
2092,16598
2093,17479
2094,16893
2094,17518
2094,17542
2095,16116
2096,14260
2097,16699
2097,17437
2098,18678
2102,17819
2102,20031
2103,17210
2104,17186
2105,15135
2105,16862
2105,16891
2107,14398
2108,17281
2109,16365
2118,14250
2118,16466
2121,14479
2124,18809
2126,14006
2127,17205
2127,17602
2127,18888
2130,17329
2131,15957
2131,16038
2131,16959
2132,14426
2133,14510
2134,17185
2134,17960
2134,20029
2135,20149
2136,18067
2136,19996
2138,17382
2141,14806
2141,17272
2143,14669
2144,16085
2147,17576
2147,17933
2148,17378
2148,18839
2149,14429
2150,16909
2152,20079
2153,14683
2154,17503
2155,18773
2156,20123
2158,17334
2159,14534
2159,19998
2162,14232
2162,17466
2163,15197
2164,17225
2166,18731
2168,14174
2171,16049
2171,17555
2173,20164
2174,17165
2174,20224
2175,17134
2176,18843
2177,19233
2179,17259
2181,17350
2181,18977
2182,17414
2184,19992
2185,17121
2185,17395
2187,16208
2187,19111
2188,17082
2190,14529
2190,20345
2192,15758
2193,14002
2196,20020
2197,20253
2201,17124
2202,18964
2203,14468
