Y,X
3426.40966361213,43608.9201640759
3493.61142929461,43575.418381934
3173.87017817596,26593.3910492365
3184.3927488843,26487.3718366947
3282.20328244759,30194.6625787526
3222.72844583052,26838.6006033413
3178.52810117031,24889.8618508865
3226.58397171468,26790.2464403273
3204.3326731998,25749.6540855479
3205.0592198387,25778.3856020189
3205.45756601381,25673.6450357977
3226.81874154574,25755.2552934665
3251.53653520401,26531.9061034063
3251.22819966019,26479.5484463323
3234.75420140086,25787.9145477779
3235.09760980034,25721.1658803951
3351.2274979016,30152.9012877582
3255.25908982265,25835.6626610344
3258.48273668348,25882.8139339475
3262.2237300321,25629.1083929172
3275.85703046287,25686.2684009806
3283.9039812664,25964.3231833234
3675.57364058321,41332.5303623387
3725.44587772482,43304.7437429571
3310.56322500888,26536.5982366887
3325.30621031797,26717.9699450769
3303.3922370283,25690.7172229447
3749.51782140692,43332.8944617439
3314.43538501872,25926.5998478763
3311.37655148478,25765.4728784477
3756.99229873988,43266.9951554368
3328.2426235378,25749.6517093791
3391.0430947884,28152.7873329164
3791.52579218042,43307.2068605504
3765.78186268654,40963.7288241569
3823.395756675,43121.5951800291
3467.26424631722,28957.9331812543
3831.87308492216,43215.8472217088
3879.56511452562,43053.4576486189
3844.44498745452,41142.4835263436
3897.22341115173,43229.6229728461
3444.96029478526,25184.0773695713
3883.44335770974,42363.3709597764
3872.32075003944,41803.0306323717
3530.39805517014,28000.4385802951
3429.05392380506,23872.2595825417
3917.61072545084,43112.0638581013
3935.89605490884,42228.5857692764
3501.95229308034,24907.4848313068
3949.15838344875,42030.0889934259
3978.88111770945,43044.8261919132
3539.4759005335,24985.6126790392
3944.75918456826,41012.6682419314
3418.15173659867,20067.3169783326
4005.06398178692,43035.9606333033
3251.85790993767,13049.3663074786
3565.39624208137,25006.5300145618
3581.72348732949,24889.0719081099
3462.65984918125,20020.0049835661
3688.43241261501,27944.1415997978
3598.2169720945,24296.2146294191
4082.70743230787,42933.4054118698
3504.09392029419,20011.7867694461
4090.8016223156,42932.1772696957
3626.36580816043,24445.4229155463
4120.25394626813,43052.6035352055
4116.23807483421,42813.4657689965
4129.8942817721,42911.6960526632
3677.14423478922,24766.5657631816
4147.76624632645,43015.9820815664
4145.30421896018,42878.4560006675
3711.16019253483,24424.8314808068
3715.98653806466,24615.6908402215
3721.39125103219,24387.6131868243
3738.10629150401,24646.9704399195
3580.81502735651,18346.508823912
4208.92980462093,42984.6840630403
3829.78233466659,27910.8486674869
4210.47290853002,42885.048872687
3744.08490413209,24401.4233994488
4223.03017074814,43060.3143316921
3757.48163012751,24489.3924272329
3762.30797565734,24680.2517866476
3857.52816757313,27883.462344142
3652.90453793303,19751.3918051797
4246.69606968372,42951.9145910219
3863.88687685349,27773.4396375401
3871.33236450507,27746.5583556598
4258.92208985091,43033.7521173497
3889.96594855398,27760.4695765772
3888.67462701594,27629.0749971346
4287.47231367909,43038.1756872406
3829.34492801293,24760.7257010212
3844.31697839311,25352.800165442
3830.38893495706,24721.6824245212
3903.01765075278,27593.8079460357
4291.02254560657,42897.4197171377
3822.21671145944,24037.0293884987
4299.17471497707,42818.1555261101
4302.94327181708,42886.8554363764
3920.60722785756,27646.7624434531
4296.93548030046,42488.6176998422
3925.4197916417,27676.4190772195
3859.23836956765,24898.5961015312
4314.27023344706,42812.6461170704
3862.02394041342,24888.259089429
3936.71472200316,27681.2719323553
4323.06806358659,42799.0792157641
3945.11724755472,27732.4014472552
3849.29701867698,23862.8313498143
4325.13925414202,42599.8340871309
3857.09057171232,24050.5365762446
3954.33633037646,27655.1642553309
3883.68879450489,24740.8918284784
4352.32658453084,43072.4992022162
3967.86279684312,27748.2639110563
4351.07946060987,42701.8658482718
3979.26760275584,27677.132968515
3910.2258071404,24866.5244781491
3983.63296576351,27769.4337673112
4364.52504120664,42831.9312772474
3913.49830860259,24955.7721522537
3985.87362663012,27737.5481178557
3986.19108693535,27669.7733248847
4295.99146731758,39840.5984229832
4397.71997390493,43020.0313274352
4011.35893375008,27660.933018348
4402.4745583263,43127.7240100551
4375.51752999141,42021.5353738473
4392.82490885377,42705.9611412107
4387.92984380261,42391.8909549863
3946.00015212049,24674.6550358054
3643.94751175938,12609.3946129306
4413.02916030316,42942.6426230715
4082.02148835019,29692.1818936937
4426.95254675493,43292.425188299
4397.77310707626,41977.8573014566
4407.53871527433,42243.5480725939
4419.37104625069,42711.4613408364
4419.34813974359,42670.3910652331
4425.93895568218,42931.0269646488
4430.06774425449,43054.1367831657
4407.68062209411,42088.5021004751
4027.57307265265,26976.7000581564
3968.07713413276,24583.7499342819
4432.62890701347,42914.4321907242
4433.45458904507,42665.9330338549
4437.8688066541,42800.3302338426
4054.28117099648,27591.0715127132
4444.46266417983,43020.9219832433
3687.19652327958,13034.4286657115
4440.39489655742,42779.7319658579
4111.0158713677,29674.0054485698
4452.88809623849,43113.1217737465
4449.33463351673,42611.1190924328
4452.94750179126,42673.6622491696
4460.8906602178,42947.6125291594
3718.34763970667,13061.3764943975
4087.67294829018,27586.1336919438
4457.14016369347,41955.8449173712
3727.59267062267,12985.1654280615
4480.58954232081,42642.1714234718
4411.37219321992,39744.2917539581
4485.07086405402,42578.4001245608
4160.25566186453,29693.31586082
4478.64486144232,42203.7885286295
4493.87639276497,42806.1242489329
4018.17910570685,23874.0313894825
4475.02125300924,41939.9984962294
4511.25695892578,43212.2932173677
4483.32606935808,41906.9352087463
4487.1785536551,41898.6251957474
4505.01097757667,42523.4851748458
3761.55226440265,13042.8465202485
4521.50018377169,43014.8983233251
3764.23708445858,12988.3608557783
4435.59212689609,39537.3082005961
4442.99341693059,39749.6656932176
4042.51357191855,23872.3992141368
4137.4667735276,27506.8602915022
4506.70815465409,42108.6274123137
4517.65825042608,42541.6524105556
4519.18918798662,42602.1938202624
4506.45171529876,42058.3220064162
4505.46872930454,41979.2850840476
4198.29823120261,29791.9662203174
4537.29630078633,43037.0943051682
4519.03796719827,42194.5694409945
3738.56044829603,11129.517121918
4531.22283133553,42475.6015918091
4526.37357929859,42243.6719567912
4537.6930315643,42610.9744132386
4540.02066147506,42462.0346905028
4226.93399788495,30040.7591926514
4530.58467993077,41968.3925263344
4560.60662497388,43155.6198319408
3801.70879572324,13064.4364523342
3753.68191486027,11125.0338384666
3726.405810823,9765.2406695215
4485.17998277668,39771.2051211568
4556.90659844805,42527.3279470525
4234.38091172652,29652.4544350477
3826.28145176745,13353.3745829762
3741.70587245982,9807.98441520287
4245.86356192198,29584.4018692712
3835.66230632895,13202.2058445513
3785.25428396958,11088.3113765346
4579.78797138195,42468.2327387648
4575.14630409898,42244.5121084528
4581.69130702336,42423.007456662
3828.31738026007,12590.4329773679
3842.33239274027,13104.4966450084
4569.1415541695,41806.2302219035
4580.06874343438,42198.1849445422
3762.84872307922,9680.13879250232
4113.03650445742,23287.4387058593
4587.00439396245,42030.6487008518
3853.40291501493,12979.9819198049
4597.12719230568,42390.7935302546
4598.11160448991,42108.4069768998
4602.60062479454,42285.9267036672
4126.43931362712,23295.3194336133
3781.43649411392,9611.90946221323
4287.72192730428,29472.4692145181
4305.47346535596,30134.2949668668
4609.74386007657,42126.5994646828
4616.59719854476,42357.4524699661
3792.55891257707,9489.44698818619
3894.45707868274,13519.0421732478
4606.32013782604,41629.7274113103
4144.21356897876,23315.4126601335
4680.22943500124,44432.0006366041
4563.33469661113,39447.88138581
3831.34199950689,10460.8343912347
4636.48541587892,42300.4852690745
4313.38278790969,29483.1252941582
3817.2384025854,9742.44547116611
4633.54558265765,41943.2420519238
4636.7783542799,41870.2608747919
4702.34918844059,44463.2802363021
3833.52145021644,9864.22613921604
3836.32992756933,9894.95940271712
4183.96567094997,23521.8314584705
4658.53036662266,42288.6423419928
3899.80039228606,12043.4391158556
3939.7436340927,13502.5139461289
3836.94032627554,9396.96021546345
3844.61022201393,9499.44651392241
3879.15017704304,10825.1755218695
3886.75296865724,11125.830319227
4672.90846321516,42134.2689664371
4680.35556626388,42428.7670102651
4665.47352651499,41679.594322549
3870.7306389515,9970.08462990445
3892.55906938701,10752.9679495935
4694.13077351444,42330.8810462096
3867.79080573024,9612.84141275375
4692.52807484544,42187.1729597081
3867.12832162838,9425.98554739916
3871.85695795551,9532.65210443081
3902.02689299267,10484.7451378884
3903.69061261158,10510.3730255214
4712.97498390447,42312.9571218181
3897.68890426923,10032.0469889571
4710.04589084176,42156.9607803307
4694.73955682351,41511.5025332476
3933.12934402556,11152.3993668146
3939.23322934774,11313.4505800235
3890.92396103519,9322.71643467018
4393.62247404527,29121.7591558265
4785.23415399931,44568.0023836953
4244.66054815088,23150.6838536476
4389.78823927108,28889.8042687353
3913.07593495021,9957.73666135819
4258.34127699301,23611.3637386258
3914.53511140228,9935.11139427021
3941.65391147693,10967.3684839775
4733.27837074657,42272.4079303385
4289.67279309699,24689.7207235847
3935.38663901784,10558.8694915607
3948.30878995256,11069.8800345097
4723.92327507216,41741.7999929199
3900.41164956081,9135.60804858334
4402.32563656923,28983.9553021221
3997.35677125256,12929.169096274
3918.76303536731,9780.99053944676
4268.98446341117,23630.6076040703
4731.77176588313,41891.5133205116
3929.01861576891,10106.2218467759
3930.26716587988,10115.4317249969
3885.06862728976,8287.87680024866
3912.72929575644,9381.72667732422
4347.04849725294,26557.0167734692
4732.4295930007,41797.0340101728
3907.62056277704,9139.53578642376
4262.69732603212,23140.9941860352
4744.43586206537,42030.8391318547
4035.71860550017,13964.2267899405
4021.0930051066,13265.3595081219
4272.08892075218,23191.0723232737
4022.57812965293,13243.7603666222
3922.74507092841,9095.00835295734
4427.05236578177,28957.6708605852
4036.82810117134,13405.6356888336
3949.12658420559,9897.28705053026
3980.13455683006,11123.5071284902
4035.2223609152,13301.971752347
4039.43507694453,13348.0716475986
4047.06685824012,13609.7084205294
4435.06871150676,28953.3643416464
4442.30822980151,29239.6533807684
4442.59365883822,29250.9407622392
3975.24861654031,10689.3044922207
3984.35943920794,11009.4304236817
4707.32524110157,39599.3415635307
3946.22486542713,9380.89335890775
3959.92545918923,9922.68766950427
3981.64401407348,10781.5547868703
4027.18291947594,12582.4051942508
4340.14896735623,24878.4176141159
3945.84476877484,9245.36902503894
4053.73694465144,13511.9992209865
3976.10632984044,10361.7431609096
3969.49869056902,9979.94868586051
3981.69733645197,10422.1835623235
3992.93286126067,10866.4959420361
3953.05368199107,9249.29676287936
3972.54070077012,10019.9170796559
4071.6455974586,13818.5582511413
3978.28739594713,10086.5142345993
3973.41523740308,9813.51432397804
4067.78845617729,13545.5330884469
3934.34349064226,8188.08088804203
4469.05586877814,29333.4508851301
3972.64896092424,9622.55395627046
4068.97132835407,13391.4879898431
3972.29177077907,9528.09989800491
3977.7698602522,9704.56824711086
4322.83674230244,23229.8538696274
4077.32195771714,13440.5652535666
4354.24001951488,24391.3775313811
4470.96063060953,28926.802127304
4327.47071101399,23212.283474261
4001.53974077191,10283.0758102254
4070.17549164081,12957.1338411342
3974.95206893075,9111.16463222307
3979.57387129375,9253.77083691673
3983.91328620717,9345.04551012462
3993.0241088748,9665.1714415857
4818.69246779574,42316.4876597321
4008.76690351096,10046.7386479757
4019.33386104352,10384.2834623638
4032.43764863796,10902.4768844306
4500.07420314686,29395.3122358898
3985.70817248731,9014.38054997554
4825.777723715,42235.1964696012
4095.05648322884,13298.4296288502
4493.16126991876,28921.1159537517
4507.1274277976,29393.0832202008
4024.39820719871,10182.9103263344
4839.43088906575,42373.4709032828
4334.04289901546,22347.5786709034
4335.08082278531,22388.6236944334
4082.17083133978,12306.889285721
3980.9244091774,8262.90309035065
4832.74844709873,41948.553901454
4022.16201410923,9813.32835005144
4007.92259354223,9169.89710207161
4040.64314038696,10463.8414688561
4054.3467757362,10965.5916294376
4089.86971675954,12370.3575597532
4777.83458110189,39535.9811310366
4049.68220194612,10700.8007235224
4364.20817706834,23018.3365286676
4064.95184771157,11143.9859693539
4785.97762571099,39576.849390054
3995.05680657314,8259.47118456073
4023.72945071543,9393.33995957807
4064.68162661054,10932.4778378081
3996.38928414112,8191.67113951648
4042.36930714577,10009.9656818972
4019.38233723058,9060.77426069184
4028.2077308615,9369.61281068216
4072.42632504453,11078.0866630468
4846.59684164774,41572.4111384699
4868.55197096735,42400.4692361152
4064.19003900986,10551.5579759079
4395.08013684015,23636.7114772845
4868.65880493147,42364.5295884532
4060.07037519895,10308.315707346
4043.73220058512,9541.72413670284
4476.83792482632,26588.69803017
4875.11522341455,42338.6996842344
4114.78720739322,12231.123547289
4052.17749756376,9715.03835282435
4057.44496069578,9923.3418472393
4116.99887857844,12238.2559222603
4376.14857899167,22406.0838720929
4889.03860986631,42688.4822494618
4877.01086048453,42052.1833764533
4126.7048920166,12260.6034165428
4095.31073956557,10978.9473047441
4397.1191069199,22833.7257216613
4545.1529845957,28687.7722026331
4040.18016405335,8678.29797966569
4057.87676432941,9378.11563085286
4079.77695587338,10244.1656273367
4400.50148393335,22846.9895980888
4057.0906229306,9106.04083752699
4133.14752875398,12073.5707866756
4522.99169671212,27490.0816245584
4903.10532932786,42521.7953668471
4502.83611065693,26612.6937424574
4090.70557132826,10274.696874252
4120.7534644656,11462.9503054466
4904.77513212104,42467.3349544501
4139.95809579509,12182.2390907373
4559.18158961445,28680.2357944902
4575.66167104806,29291.7813930146
4900.7653438614,42148.1088882112
4577.29944257272,29316.3831550594
4416.99515790551,22936.9351208298
4577.87334223328,29298.9137679859
4596.11789407565,29980.2359065113
4900.25550673789,42007.4539264011
4905.21159273895,42203.443913757
4082.14108482979,9614.69610442077
4194.75581385924,14068.08115743
4563.37748231095,28605.1771141085
4888.45824861718,41420.4343337019
4134.51346378047,11565.2850914662
4198.08629468419,14079.2927826811
4118.06541361538,10874.6773185001
4148.52847626068,12079.3487591067
4079.09441764441,9293.39253493207
4067.6863809374,8721.7648260566
4086.29116451208,9457.49687283255
4038.39706570747,7483.18073689121
4081.86316515735,9161.89694719659
4168.27031899792,12578.8951560724
4097.22747853837,9729.31914542616
4117.05182254263,10513.2790948499
4115.81239719308,10383.9367665838
4171.7305402941,12595.2374092647
