Y,X
-127.153603509988,25788.7335924813
-55.5208858564425,25697.5794119917
-32.6256254475699,25904.3332134545
-1.68635621787699,25042.04745721
-355.922383692814,41497.1884983789
7.31207472732498,25947.0308214994
191.420746680723,25946.9447411928
216.797859617516,25910.6129708547
290.046217580545,25703.9027484403
326.739132841636,25575.1391643875
390.976744196162,25001.5379270747
370.937943023744,27043.8724484803
450.229098084068,25855.7694447978
530.519995027139,25654.1907364659
571.819078824977,25771.6522661045
592.574466319636,25176.2041643595
597.714104208588,25936.6179611404
637.942144080914,25205.0662410639
603.889566991178,27099.6266886691
671.91245442238,25912.2814682778
878.181164641195,24493.6946394056
917.211275734128,24486.5496330547
931.792551403993,24654.2650835735
969.491528705741,26228.48627463
996.423242962006,25765.6992168435
1036.0394896287,25956.8637175787
1042.80810979571,26018.7880939279
604.364055247027,46072.3835899818
609.388799292881,45897.1116919039
614.832281174101,46285.8494365108
632.942523623549,46119.8229257015
1100.74029459794,25990.1211798749
648.079847361672,45815.2244187596
644.552933192638,46059.2843218559
656.614058386882,46158.190112556
660.976233289839,46146.3248986069
1119.77470934001,26141.987472061
1126.04405288142,26180.9825134041
686.111405203393,45762.2207423964
720.108237155752,44318.0625581422
692.740500200703,45964.6441226688
1149.39926566292,26143.6114473693
705.353568242106,45770.6000723717
1153.89686051448,26170.6113459608
724.498609279917,46052.0095214262
730.200453068779,46071.0631860508
1168.64261733317,27092.656402683
779.507300350287,44717.9078681307
763.826406533467,45942.2346375967
805.961452717983,44276.0365183581
774.000025215749,46123.8072742564
784.912646610067,45780.2570355723
780.976393679402,46042.2446883948
786.72577216344,45969.6243225958
829.13371085571,44291.4743702064
806.803195936076,46210.1983417183
808.121150084943,46197.2721772721
1274.67124264795,25987.8265793722
820.396181407479,45883.6448310658
827.328094091782,45759.23318828
1241.00115805643,28044.8193798107
859.658834449916,45642.3348181762
1383.1514706589,22983.7810652593
1323.83872708602,25760.6769198295
1319.42593857206,25998.73925155
864.598934484428,46187.5073442407
1333.49340701621,25785.7931202313
881.378744795449,45586.9926928144
867.279298561513,46204.5040722723
889.096330907948,45876.1318278313
900.642622571199,45639.2170658097
904.38463150006,45923.2896511455
915.492685527717,45974.3447996415
1418.69928568841,24249.051673383
931.674044601678,45713.61299052
972.807458619156,44136.0792886169
1391.6282085887,25837.8443895469
941.514758091469,45551.3971856909
1392.10371786672,25906.6107397649
937.169166399174,45831.3125882396
940.575191219718,45906.1198194342
1396.35013494756,25989.4075145271
939.255184460301,46008.7280421123
1491.55969497433,22133.1009348063
989.25555236922,44132.4418210402
1347.56033613386,28574.2079813913
954.707803874978,45824.7088171756
960.481976011878,45661.4104070489
990.361653000346,44442.3667352684
969.505038283684,45490.2090725562
955.74670768444,46092.7806605756
953.245193030033,46202.3391311246
970.731001958025,45526.1078816095
1009.77018747217,44129.886958761
975.180035809132,45689.6228397405
969.062695426989,45957.5430995375
1429.8386158531,25911.3959117643
974.374862580708,46128.0516151402
991.743887381311,45591.3233834524
1035.69513803503,43979.9694638896
1004.17194816839,45539.7703092703
1459.4828343025,26046.5469883245
1382.83833757144,29716.9073353181
1016.06157040314,46183.7403520327
1025.13114106484,45965.7060162323
1047.49087951096,45747.9531928376
1051.75798502357,45919.4360397357
1097.0716456055,44338.0050126508
1117.4611238126,43848.1747466719
1477.17687850591,28183.3487399613
1107.0664148651,44393.0224507299
1073.06547769164,46016.5447514478
1072.88047043732,46159.0357275628
1083.45094989167,45875.2663094331
1092.26934278266,45713.0288498035
1096.00827279569,46131.624522487
1105.74041260029,45750.1835025578
1100.44072343614,46027.0892920184
1109.96819385993,45654.6121469523
1113.80732478969,45665.6546132089
1604.32955486621,24271.9165828829
1582.51986898296,25271.9082779667
1120.07872094164,45614.9675963202
1110.45515482223,46215.6338313494
1559.70034049048,26719.2926233133
1124.41404958119,45783.4624849306
1131.98271145025,45631.1632314597
1127.56992293629,45869.2255631802
1125.85716062591,46257.8117241841
1577.03122966964,26856.1758144601
1147.97495804878,45692.2865149168
1139.67447760461,46055.8214399202
1145.17575723376,45904.4748629443
1147.37445420117,46121.7514154535
1163.78835522464,45626.8545997934
1161.67241198427,45764.322335828
1653.01434588934,24289.8877769337
1696.12212536693,22805.067401151
1161.34377433914,46226.6764323298
1179.783680739,45553.4547959028
1183.551509626,45702.0083077949
1176.77262640623,46088.4942226049
1190.32320870883,45629.4095967964
1188.16280968912,45724.0282759068
1651.14563752485,25536.4294077154
1199.07132586234,45559.8421536864
1658.29777649535,25715.9451077821
1202.27062869151,45733.2953179759
1647.82355506289,26757.0320904029
1689.24747110405,25390.7557148327
1667.36135165167,26752.4636011315
1238.87155347808,45653.3567074226
1233.64111374614,45882.4335094795
1232.75113418011,46055.8000545673
1245.93888611098,45567.8101771773
1690.60183291633,26764.9134946922
1255.76831024275,45898.8456926233
1720.11560061724,25651.4876586779
1272.16989560291,45942.0412263543
1289.78188773203,45708.244351423
1288.95602607184,46057.9870546868
1732.49321011958,26811.6383567215
1309.98020085315,45629.9512362546
1310.97464888327,45855.1740227305
1312.51796084471,45921.9700555571
1321.54204942179,45705.9276919485
1319.28452840117,46073.5764901381
1322.73808791689,46056.7096909091
1330.10515932097,45778.8512249535
1331.99163952765,45741.0254081097
1791.9488824305,25730.7337197889
1802.62690926477,25711.0305458752
1349.51061487697,45600.8945357938
1806.30787920362,25684.2038856872
1350.14531145118,45662.6889833405
1811.62620418898,25585.6662265944
1782.56109950268,26948.2185153861
1345.52272203003,46133.9203355036
1353.04795442501,45893.9309959926
1789.97057407555,26802.8911645864
1796.5324722512,26963.4614740306
1829.9349581876,25679.7220156175
1371.13442952688,45773.7415003952
1390.26596626985,45652.5776735023
1439.06619046257,43604.8735699332
1880.58147435501,24357.4855762712
1400.10154823327,45714.5670142527
1398.00218820356,46120.0849388869
1873.10086006564,25625.8306271605
1464.84545802406,43864.5012536804
1424.47908161357,45677.2176030184
1423.81240724957,46019.9884036109
1430.54067685834,45859.6996065723
1434.19582683905,45968.392019828
1433.46298195866,46224.4687204763
1453.60436131087,45655.9122433206
1499.67566042606,43727.7264712595
1456.7633135818,45607.1522342223
1497.69616343957,43859.2182907187
1453.14646154879,45810.3550525863
1464.09943350136,45689.0179872899
1460.81959188194,46056.6451306791
1479.98413271998,45486.0750265311
1477.86921578489,45578.7017334498
1462.4280480545,46254.9762925657
1472.59124135777,45899.4525659304
1475.29434647717,45915.453307866
1475.15174239164,46190.4753991369
1531.57124206442,43764.2749243255
1533.45361705001,43905.8132239454
1535.93136435683,43842.0917686083
1486.51405310584,46051.2105841144
1489.44662125892,45967.5694068592
1535.83629496648,44025.4398294556
1928.36840002243,26878.5648572457
1537.49433844476,44042.4149026867
1543.69751146978,43994.7158440857
1554.38169613569,43705.9664954764
1513.97086394585,45475.8337878903
1510.96288852891,45876.3501272446
1541.77597455748,44571.6299964163
1564.69483998768,43747.040128213
1581.48815459353,43549.0987527341
1568.11436910306,44224.420635355
1564.70218645086,44418.6595788559
1966.98917235373,26889.3476006209
1574.81681875368,44199.6509117601
1553.86616095194,45386.0002807793
1538.42396691628,46107.1158690111
1592.17968572263,43931.9688547677
1548.55826134559,46021.6343031671
1584.07669052235,44600.4271087195
1615.95450031852,43428.2597478476
1613.70211082428,43571.7034004576
1585.07951132093,45452.4283167223
2031.16574471824,26004.8471177844
1642.8077283951,43416.8709395079
1632.70967930294,43903.9297952033
1626.49316430934,44534.5622323113
1652.97416294045,43912.3307799791
1609.5346669019,45994.0283396113
1624.24401605719,45528.9894520278
1654.61783814488,44557.0802608331
1634.65017668897,45476.397082149
1640.3768141307,45404.7727024459
2099.62395319547,25649.5617286776
1682.43953196717,43920.9266579587
1681.16398098711,44066.3839375609
2100.53991504589,26326.1827646003
1710.53001307611,43452.1853383971
2120.87980594727,26017.708587277
1701.87610133395,44368.7524042301
2114.17017215972,26356.3655146833
1717.06198607252,43927.6388377486
1670.73745657608,46001.3035442123
1718.44611073778,44001.4067732465
1674.18793717597,46118.9598323311
2133.16936786992,26061.8134879021
1739.45267600315,43350.1617953306
1724.52736810903,44317.4158780523
2138.79888331074,26263.2192272781
2138.09391099905,26294.094796251
2169.52732532797,25678.9435205922
1741.54090900109,44423.4018454258
1708.92614910344,46031.0100234097
2173.95669705259,25708.9313774714
1772.07597099553,43354.8386933279
2153.68724421496,26910.2421927295
1751.23901840535,44536.2081318676
2167.69469997437,26341.5557867712
1752.50841155377,44659.7970269608
2178.85131500248,26256.0958757276
1786.54559406438,43437.8520160944
2226.73779228158,24427.5953324582
1735.09611960535,46094.3418270629
2193.12242652216,26079.0268986617
1800.31435004263,43372.3767913701
2212.89584397627,25705.770315504
1790.01487281175,44719.3830890352
2219.27068228704,26098.5136592949
2217.15473904668,26235.9813953295
1808.70185176122,44169.7286929011
1798.94183938792,44776.3708445057
2212.4866675409,26709.2047196845
1817.87999610811,44170.9195722008
1806.66353072152,44886.145863059
1779.10138743841,46093.2810112895
1842.00208417034,43383.2244991467
2240.1956824569,26033.1900181737
2253.10643665892,25736.5160903981
1788.71161158925,46075.5481547671
1812.95048377887,45148.3500638858
2252.82430740369,26152.0371855922
1829.11320703162,44709.2501243965
1837.86748201677,44370.636506591
1820.67422772302,45168.4430242072
2256.77816985029,26113.2586922534
1841.41303200702,44304.9447338625
2253.91074590833,26328.4349985686
1851.36847701365,44092.907969438
1844.97824412375,44372.7800623858
1860.05042365076,43936.6464263839
1849.76736730427,44566.1962581942
2273.33894250665,26149.482323313
2283.13827913291,25809.8943742121
1850.6026280382,44798.3909473414
2279.2806747082,26605.990432042
1897.66324365711,43319.6331073358
1884.1282182599,44091.6089508599
2297.17274348199,26046.3545201484
1844.62189623619,46045.8419450173
1907.20113945991,43484.2523255649
2309.82718838692,26029.6826141233
2307.16648643632,26146.2129873435
1882.56848541405,44742.269383888
2315.84945937871,25945.1104151735
2300.79488936764,26604.4532106591
1878.9258134229,45080.9912756956
1863.29758582763,45989.4388691583
1875.47241623344,46083.3647293789
2316.37369198344,26862.8683603062
2331.78596083987,26456.6359619816
2345.08844428758,25918.8251249962
1915.05020262617,44977.1273440402
1922.00177743696,44986.2428025063
1939.98891560111,44243.2588297655
1925.99906935764,45035.1543952076
2353.21126394061,26369.4006267506
1961.40584593339,43529.2450730075
1925.99701674709,45124.8364534394
1930.40672634522,45021.2972090667
1951.30471792541,44150.8270160507
1946.80199154748,44348.0322630389
2357.75434087679,26394.4085531502
2351.09018917387,26731.0735083647
1946.79891263165,44482.5553503866
2372.96399296296,25907.4579714569
2362.45044727752,26681.490751574
1983.19808462697,43291.5508728943
1963.68421771203,44235.7890014082
1922.43094065134,46087.3488084862
2387.34367816783,25949.6142094911
1954.48657356491,45086.5776753108
2379.60351333928,26646.9777150244
2378.96676415452,26674.8653257096
1959.75839016038,45034.8730175258
2386.2635598211,26489.6768762735
1963.64197686949,45088.7645407065
1962.34368484711,45235.2178064046
2398.1489145085,26327.5043810453
1991.53394642927,44359.9409213126
2414.40157562522,25929.2615262883
2006.55756495583,44060.3223448502
1996.97640200522,44793.5196950354
2444.29065168742,25292.1552469189
2421.18164747652,26483.4412368167
2414.60948624812,26771.2812185318
2372.12921920781,28631.7832456725
2459.45379538369,24852.0376665333
2430.86625258595,26193.6742473112
