519,15702
603,14315
609,26039
616,25996
623,25932
626,26262
628,26213
628,26450
629,25845
629,26111
633,25900
634,14265
635,14371
638,25997
652,25962
653,26165
656,25790
659,26419
663,26525
668,26482
669,26570
670,26240
680,25560
680,26516
682,25597
685,25550
688,25711
689,25681
706,26570
713,25091
719,25155
720,25200
726,26034
733,25028
742,25580
746,25262
747,25515
750,25506
751,26729
752,25329
756,26772
759,25404
760,25373
762,24924
767,26146
773,24869
788,26532
792,24814
799,25447
800,25680
804,24776
811,24756
814,25662
814,26802
817,24922
824,24560
828,24631
833,25826
838,24535
871,26903
880,26762
884,24750
888,25057
893,24126
907,24246
907,26275
911,24318
912,24260
915,24689
916,25168
922,24612
935,23971
936,23985
936,25173
938,24003
940,26787
941,24092
944,27002
950,25724
951,24935
952,23840
954,24062
966,27033
980,23780
983,25272
988,23752
992,23739
992,25716
999,26611
1000,27178
1012,23669
1013,27244
1014,45893
1024,45875
1029,45738
1030,23592
1030,24359
1036,23576
1036,45770
1037,45762
1047,26775
1048,26942
1049,25023
1049,26952
1050,45806
1059,23509
1072,24402
1074,24359
1076,27393
1079,27206
1080,26511
1082,23437
1090,26547
1092,24320
1108,25830
1112,23308
1113,24121
1122,27436
1129,27280
1130,25895
1138,25684
1140,23272
1140,24139
1152,27121
1156,24696
1158,23158
1166,23135
1166,25835
1167,27183
1168,24667
1170,25695
1188,23015
1190,26265
1190,26531
1192,27598
1193,22957
1194,22948
1194,24616
1196,24963
1198,22910
1199,22902
1201,23535
1201,27620
1203,22880
1204,22868
1207,23506
1207,24964
1207,27585
1209,25941
1214,27641
1220,27149
1221,22822
1232,25102
1238,25149
1243,24944
1247,23963
1250,23436
1254,26003
1256,22743
1256,27745
1263,24481
1263,26805
1267,26410
1276,23275
1278,23286
1278,23528
1291,26379
1293,23257
1294,22619
1300,22677
1306,22587
1308,27769
1313,25894
1322,27870
1328,22489
1328,22515
1328,22552
1328,23543
1333,23528
1336,26134
1337,22940
1338,26343
1339,27463
1339,27843
1341,27553
1347,27063
1354,26437
1361,24998
1375,22420
1375,23765
1385,26581
1387,25912
1389,22373
1390,27983
1394,27998
1403,24784
1405,26032
1409,22339
1410,26079
1411,27361
1412,23211
1416,22302
1418,25015
1430,27229
1439,22290
1439,26226
1443,25712
1443,26373
1446,24665
1447,28127
1448,22269
1461,22631
1461,26136
1470,26537
1472,22226
1475,25848
1478,27233
1478,28057
1482,22189
1482,26131
1486,26327
1495,23268
1501,25508
1504,25542
1509,25510
1510,26210
1521,26392
1524,25929
1525,22111
1525,26273
1526,26509
1531,26341
1532,27897
1536,27935
1538,28336
1543,25985
1545,25428
1549,25674
1551,22466
1557,28166
1558,22032
1563,25747
1564,25557
1564,26036
1566,27330
1567,27827
1568,22693
1572,25751
1574,25840
1576,22689
1580,28406
1586,28419
1592,27968
1596,26469
1600,26338
1600,28476
1602,26682
1605,21830
1606,21845
1607,21976
1610,21865
1612,21935
1616,24970
1619,26630
1620,27607
1625,26524
1628,25846
1631,27738
1633,24827
1634,21763
1645,24981
1646,24837
1649,25497
1659,21719
1659,26939
1663,25596
1663,28625
1665,25776
1665,26011
1670,26789
1675,26309
1680,25501
1680,27419
1686,27094
1687,22810
1689,26136
1690,25758
1691,27288
1695,21656
1696,22594
1699,22220
1699,28677
1708,26239
1710,22198
1718,26182
1719,23886
1719,26545
1721,21613
1729,21967
1729,28323
1730,26794
1732,28745
1735,28311
1736,21536
1737,21564
1742,26665
1750,26888
1752,27610
1753,22343
1753,28776
1754,21691
1754,28625
1760,28634
1762,25231
1762,26169
1762,26307
1768,24776
1768,25071
1770,25476
1770,28803
1771,22266
1771,26161
1772,25857
1776,25913
1777,21458
1779,24916
1781,25725
1782,25066
1782,25863
1783,21591
1787,27809
1788,21666
1788,26056
1790,25391
1791,26580
1793,25537
1797,25728
1805,21633
1807,26400
1807,27200
1813,27056
1815,28081
1816,24807
1816,26790
1818,24924
1819,23078
1819,27816
1821,25968
1823,26266
1828,28919
1829,27589
1830,25595
1830,25967
1831,27611
1832,28927
1834,25736
1834,26629
1844,21366
1850,25883
