Cell Index,Gapdh,Slc1a3,Slc17a7,Snap25,Rasgrf2,Rgs4,Prox1,Plcxd2,Vxn,Pcp4,Nr4a2,Ctgf,Gad1,Gad2,Pvalb,Sst,Vip,Lamp5,Aqp4,Apod,Plp1,Cx3cr1,Pmch,Gfap,Cck,Mbp,Rprm,Enpp2,Nov,Rorb
48,25,1,2,20,0,33,2,4,3,25,0,0,0,0,1,1,2,5,0,0,2,1,8,1,1,6,3,3,0,4
49,11,0,0,5,0,1,0,1,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,4
50,1,0,0,8,0,5,2,0,1,10,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
51,4,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,3,1,0,0,0,0,0,0,1,0,0
52,9,2,0,16,0,2,1,1,0,32,0,0,0,0,4,0,0,1,0,0,0,3,4,1,2,4,0,2,0,2
53,0,0,0,1,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0
54,8,1,0,3,0,8,1,0,0,8,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,1,0,0,0,0
55,8,0,0,4,1,5,0,0,0,15,0,0,0,1,2,0,2,1,0,0,0,0,0,0,2,4,0,2,0,0
56,15,1,0,5,1,16,0,2,0,14,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,10,0,1,0,2
57,2,0,0,2,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,4,0,2,0,0
58,1,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
59,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,5,0,1,0,0
60,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0
61,11,3,0,10,0,13,0,1,3,14,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,3,1,0,0,0
62,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,9,0,0,0,0
63,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0
64,1,0,0,1,0,5,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
65,1,0,0,4,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
66,3,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,4,1,0,0,0,0,0,0,2,0,0
67,6,3,0,16,0,6,0,0,0,12,0,0,0,0,0,0,0,2,1,0,0,0,1,0,1,3,0,0,0,0
68,14,1,0,12,2,10,0,1,0,26,0,0,0,0,2,0,1,2,0,0,0,0,1,0,0,4,1,1,0,2
69,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,2,0,0,1,1
70,0,0,0,1,0,3,1,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,3,0,0,1,0
71,3,0,0,2,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
72,4,0,0,5,1,1,0,0,0,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,4,2,1,0,1
73,3,0,0,4,0,1,0,0,0,3,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,7,0,2,0,0
74,6,1,0,10,0,7,0,0,0,7,0,0,0,0,0,0,0,2,0,1,2,0,0,0,1,3,0,5,1,0
75,1,0,0,1,0,1,0,2,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,1,0,0,0,0
76,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,1,3,0,0,0,0
77,7,0,0,12,0,1,0,1,1,15,0,0,0,1,2,1,0,1,0,0,0,0,0,0,2,2,0,1,0,0
78,12,9,0,24,4,20,1,3,2,42,0,1,0,0,1,0,2,7,0,0,0,1,1,1,4,4,4,1,0,1
79,4,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,1,0,0
80,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0
81,1,0,0,3,0,3,0,1,0,1,0,0,0,0,1,0,0,2,1,3,0,0,0,0,1,1,1,0,0,1
82,2,0,0,1,2,4,0,0,1,3,0,0,0,1,3,0,0,0,0,3,2,0,0,0,0,1,1,3,1,0
83,20,0,0,9,1,6,1,1,1,14,0,0,0,0,0,0,2,2,0,0,2,0,1,1,2,1,0,0,0,1
84,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,3,0,1,0,0
85,4,0,0,6,0,5,1,0,0,3,0,0,0,0,0,0,0,1,0,0,1,0,0,4,0,3,0,0,0,0
86,1,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,4,1,3,0,0,0,0,0,2,0,0,0,0
87,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,1,0,0
88,14,0,1,9,0,14,1,0,1,26,0,0,0,0,0,0,3,5,0,0,1,1,1,0,3,2,2,1,1,0
89,5,0,0,0,0,2,0,2,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
90,5,1,0,5,0,8,0,7,0,14,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,7,1,1,0,2
91,2,2,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0
92,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
93,2,0,0,2,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0
94,4,0,0,5,0,6,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,1,0,0,0
95,9,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,3,0,0,2,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
97,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,1,0,0
98,3,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,2,0,0
99,17,0,1,12,0,12,4,2,1,29,0,1,2,0,3,2,2,3,0,0,0,0,1,0,2,6,1,2,0,2
100,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,8,0,0,0,0,0,2,2,1,0,0
101,11,2,0,9,2,8,2,1,0,13,0,0,1,0,5,0,1,4,0,0,1,0,0,0,2,2,0,0,0,0
102,2,0,0,6,0,3,0,1,0,5,0,0,0,0,1,0,0,1,0,0,3,1,0,0,0,0,0,0,0,0
103,5,0,0,5,0,9,1,1,0,4,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,1,0,0,0,1
104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,1,4,0,3,0,0
105,3,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0
106,16,1,0,12,0,6,0,0,0,14,0,0,0,0,1,0,0,1,0,0,0,0,1,0,2,1,0,0,0,1
107,12,1,0,10,0,9,0,2,0,6,0,0,0,0,0,0,0,2,0,2,1,0,0,0,1,3,1,2,2,0
108,6,0,0,4,0,9,0,0,1,5,0,0,0,0,0,0,0,1,0,0,2,0,1,1,0,2,0,1,0,0
109,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,4,1,1,0,0
110,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,1,0,0,0,1,0,0
111,0,0,0,1,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,2,0
112,2,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
113,0,0,0,7,0,2,0,0,0,5,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,2,2,0
114,3,0,0,4,0,4,0,0,0,4,0,0,0,0,2,0,0,2,0,0,1,1,0,0,0,2,0,0,0,1
115,7,0,0,3,0,3,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,3,0,0,0,2
116,7,1,1,8,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,1,0,0,0,1
117,3,0,0,2,0,0,0,2,0,1,0,0,2,0,0,0,0,0,0,3,1,0,0,0,0,4,0,1,0,0
118,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
119,3,0,0,2,0,6,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0
120,1,0,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
121,1,1,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
122,2,0,0,3,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
123,5,0,0,7,0,6,0,0,0,6,0,0,0,0,0,2,0,2,0,1,3,0,0,0,0,0,1,4,0,0
124,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,1,1,3,0,0
125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
126,3,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,1,2,0,0,3,0,0,0,1,1,0,0,0,1
127,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,2,0,0,1,0,4,1,3,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1
129,11,4,0,10,2,12,1,0,0,18,0,0,0,0,0,0,3,4,0,0,3,2,0,0,2,2,0,0,0,5
130,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
131,0,0,0,3,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
132,11,1,0,8,0,16,2,0,0,26,0,0,0,0,0,1,1,3,0,0,2,0,4,0,3,0,1,2,0,1
133,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,1,0,0,0
134,5,1,0,7,0,5,1,0,0,10,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1
135,2,2,0,10,0,9,1,2,0,8,0,0,0,0,2,0,1,2,0,0,0,0,0,0,0,3,0,0,0,0
136,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,1,6,0,0,0,2,0,0,1,0,0,0
137,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,1,0,0,0,0
138,2,0,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,3,0,0,6,0,2,0,2,1,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
140,2,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0
141,7,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,1,1,0
142,7,1,0,8,0,6,0,0,0,9,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,5,1,3,0,1
143,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
144,10,1,0,5,0,3,0,2,0,14,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,4,2,0,0,0
145,1,0,0,4,0,2,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,1,0,0,2,0,1,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0
147,2,0,0,1,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
148,3,0,0,5,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1
149,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0
150,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,2,0,0
151,4,0,0,2,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0
152,8,0,0,4,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,2,0,0
153,3,0,0,5,0,1,0,0,1,3,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2,1,0,0,4
154,1,0,0,3,0,1,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,2,0,2,0,0
155,1,0,0,2,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
156,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,1,0,0,4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,3,0,0
158,4,1,0,3,1,5,0,0,0,7,0,0,0,0,1,0,0,1,2,0,0,1,0,0,1,1,1,0,0,0
159,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0
160,1,3,0,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,5,0,0,3,0,1,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
163,2,0,0,4,0,1,0,0,0,3,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,1
164,3,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4,0,0,0,0,1,0,0,0,0
165,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,1
166,3,1,0,0,0,2,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
167,12,0,0,10,1,8,0,0,1,17,0,0,0,0,3,0,3,4,0,0,0,0,0,0,3,3,0,0,0,0
168,2,2,0,6,0,2,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,1,0,0
169,13,0,0,11,0,9,0,1,0,15,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1
170,7,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
171,5,0,0,9,0,0,0,1,0,11,2,0,1,1,0,0,0,2,0,0,1,0,0,0,0,3,1,2,0,0
172,3,0,0,8,0,10,0,0,0,8,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2
173,3,0,0,17,0,5,0,0,0,17,0,0,0,0,2,0,0,11,0,0,1,0,0,0,0,5,0,0,0,0
174,8,1,0,24,0,15,0,2,0,25,0,0,0,1,3,0,2,5,0,0,0,2,0,1,0,10,0,1,1,0
175,9,1,0,13,0,8,0,0,0,12,0,0,0,0,2,0,0,5,0,0,0,1,0,0,3,5,0,0,0,1
176,11,0,0,3,1,8,0,1,0,10,0,0,0,0,1,1,0,2,1,0,0,0,1,0,2,3,0,0,0,0
177,1,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
178,10,0,0,5,0,1,0,0,0,5,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
179,11,0,1,7,0,7,0,0,0,14,0,0,0,0,0,0,0,3,0,0,2,2,0,0,2,1,0,1,0,1
180,15,0,0,15,1,3,0,1,0,14,0,0,0,0,2,0,0,1,0,1,0,0,0,0,1,3,0,2,0,0
181,10,3,0,9,0,11,0,1,0,14,0,0,0,0,1,0,2,1,0,0,1,0,0,0,2,3,0,4,0,0
182,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,2,2,0,0,0,0
183,5,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
184,5,0,0,4,0,8,0,0,0,8,0,0,0,0,3,0,0,2,0,0,1,0,0,1,2,5,1,3,0,2
185,10,0,0,4,1,1,0,1,0,16,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,2
186,13,1,0,15,0,10,3,0,4,18,0,0,0,1,1,0,0,2,0,0,0,0,1,0,0,6,0,0,0,0
187,3,0,0,0,0,2,1,0,0,4,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,1,0,2,0,0
188,12,3,1,12,0,8,0,0,2,6,0,0,0,0,0,0,2,0,0,0,1,1,2,0,0,6,0,0,1,2
189,3,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,2,0,0
190,8,0,0,4,0,4,0,0,0,11,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,2,0,0,0,0
191,7,2,0,10,0,11,1,1,0,13,0,0,0,1,0,0,0,2,0,0,0,1,0,1,3,3,0,0,0,0
192,2,0,0,7,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,1,0,0,0
193,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,2,0,1,0,0
194,3,2,0,5,0,5,0,1,0,11,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,2,0,0,0,2
195,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
196,12,5,0,11,0,5,1,1,0,14,0,0,0,0,1,0,0,1,0,0,1,2,0,0,2,3,1,3,0,1
197,3,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
198,3,0,0,0,2,3,0,2,0,6,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,3,1,1,0,0
199,4,2,0,7,0,7,0,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,2,1,1,0
200,7,0,0,3,0,3,0,0,0,0,0,0,0,0,1,0,0,1,0,7,3,0,0,1,0,6,0,0,0,0
201,6,0,0,2,0,3,0,0,0,3,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0
202,9,3,0,14,0,11,0,0,0,23,0,0,0,0,3,0,3,2,0,0,2,1,0,0,0,2,0,0,0,0
203,8,0,1,7,2,18,0,2,1,30,0,0,0,2,3,0,1,12,2,0,1,2,0,0,2,3,0,1,0,3
204,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,1,0,0
205,1,0,0,3,0,4,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0
206,3,0,0,11,0,6,1,0,0,2,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0
207,8,0,0,1,1,2,0,0,0,6,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,1,0,0,1
208,1,0,0,6,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
209,5,2,0,9,1,6,0,0,0,13,0,0,0,0,2,0,0,3,0,0,1,0,0,0,0,4,0,0,0,1
210,2,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0
211,7,2,0,7,0,5,0,0,1,15,0,0,0,0,0,0,1,2,0,1,0,1,1,0,2,0,0,0,0,3
212,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
213,5,0,0,1,0,5,1,1,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0
214,5,0,0,7,0,3,0,0,1,9,0,0,0,0,1,0,1,0,1,4,1,0,1,0,0,4,2,0,0,0
215,4,0,0,5,0,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
216,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0
